time,precipitation_sum (mm)
2024-12-08,17.70
2024-12-09,6.80
2024-12-10,42.90
2024-12-11,21.00
2024-12-12,15.70
2024-12-13,14.50
2024-12-14,13.40
2024-12-15,10.10
2024-12-16,8.60
2024-12-17,24.50
2024-12-18,4.50
2024-12-19,1.90
2024-12-20,2.60
2024-12-21,4.20
2024-12-22,19.00
2024-12-23,2.50
2024-12-24,10.70
2024-12-25,11.00
2024-12-26,20.10
2024-12-27,0.00
2024-12-28,13.60
2024-12-29,4.70
2024-12-30,15.30
2024-12-31,8.50
2025-01-01,14.50
2025-01-02,1.60
2025-01-03,1.70
2025-01-04,3.30
2025-01-05,10.40
2025-01-06,9.60
2025-01-07,8.70
2025-01-08,9.80
2025-01-09,2.00
2025-01-10,12.10
2025-01-11,0.50
2025-01-12,19.00
2025-01-13,5.00
2025-01-14,11.70
2025-01-15,16.00
2025-01-16,0.30
2025-01-17,2.40
2025-01-18,0.40
2025-01-19,18.10
2025-01-20,20.80
2025-01-21,23.80
2025-01-22,3.70
2025-01-23,2.00
2025-01-24,13.30
2025-01-25,2.00
2025-01-26,3.20
2025-01-27,23.60
2025-01-28,4.30
2025-01-29,21.70
2025-01-30,0.10
2025-01-31,1.00
2025-02-01,6.40
2025-02-02,0.20
2025-02-03,0.40
2025-02-04,0.20
2025-02-05,2.40
2025-02-06,7.50
2025-02-07,2.30
2025-02-08,0.50
2025-02-09,3.90
2025-02-10,2.70
2025-02-11,0.00
2025-02-12,1.40
2025-02-13,2.10
2025-02-14,9.60
2025-02-15,18.70
2025-02-16,28.70
2025-02-17,23.40
2025-02-18,4.70
2025-02-19,18.00
2025-02-20,11.90
2025-02-21,9.40
2025-02-22,10.50
2025-02-23,18.10
2025-02-24,27.00
2025-02-25,29.20
2025-02-26,26.50
2025-02-27,5.70
2025-02-28,8.60
2025-03-01,4.00
2025-03-02,8.50
2025-03-03,7.20
2025-03-04,14.10
2025-03-05,4.20
2025-03-06,26.20
2025-03-07,11.90
2025-03-08,3.20
2025-03-09,7.60
2025-03-10,18.00
2025-03-11,1.20
2025-03-12,16.50
2025-03-13,0.50
2025-03-14,9.60
2025-03-15,29.80
2025-03-16,4.50
2025-03-17,7.90
2025-03-18,11.40
2025-03-19,15.10
2025-03-20,0.10
2025-03-21,0.10
2025-03-22,6.90
2025-03-23,0.00
2025-03-24,6.30
2025-03-25,3.70
2025-03-26,1.40
2025-03-27,4.20
2025-03-28,29.00
2025-03-29,5.40
2025-03-30,1.90
2025-03-31,2.40
2025-04-01,2.10
2025-04-02,15.40
2025-04-03,36.20
2025-04-04,0.80
2025-04-05,0.60
2025-04-06,0.00
2025-04-07,1.10
2025-04-08,7.10
2025-04-09,4.60
2025-04-10,19.50
2025-04-11,9.10
2025-04-12,12.00
2025-04-13,29.60
2025-04-14,9.80
2025-04-15,0.00
2025-04-16,5.20
2025-04-17,4.90
2025-04-18,14.00
2025-04-19,8.20
2025-04-20,7.70
2025-04-21,3.90
2025-04-22,4.70
2025-04-23,1.70
2025-04-24,2.40
2025-04-25,7.50
2025-04-26,0.80
2025-04-27,0.20
2025-04-28,0.00
2025-04-29,2.40
2025-04-30,0.80
2025-05-01,1.30
2025-05-02,52.20
2025-05-03,7.40
2025-05-04,7.50
2025-05-05,18.50
2025-05-06,16.30
2025-05-07,11.10
2025-05-08,16.10
2025-05-09,33.30
2025-05-10,4.90
2025-05-11,9.80
2025-05-12,14.70
2025-05-13,15.30
2025-05-14,12.60
2025-05-15,7.10
2025-05-16,7.30
2025-05-17,5.90
2025-05-18,21.70
2025-05-19,28.30
2025-05-20,4.10
2025-05-21,14.20
2025-05-22,14.90
2025-05-23,28.40
2025-05-24,11.20
2025-05-25,3.10
2025-05-26,13.00
2025-05-27,0.40
2025-05-28,1.50
2025-05-29,0.00
2025-05-30,5.30
2025-05-31,19.50
2025-06-01,4.00
2025-06-02,0.10
2025-06-03,0.90
2025-06-04,8.40
2025-06-05,2.10
2025-06-06,0.20
2025-06-07,0.00
2025-06-08,32.00
2025-06-09,0.40
2025-06-10,22.40
2025-06-11,23.00
2025-06-12,0.00
2025-06-13,0.60
2025-06-14,15.80
2025-06-15,6.20
2025-06-16,5.60
2025-06-17,1.90
2025-06-18,0.00
2025-06-19,0.00
2025-06-20,2.40
2025-06-21,13.10
2025-06-22,7.10
2025-06-23,1.20
2025-06-24,0.10
2025-06-25,2.20
2025-06-26,0.50
2025-06-27,5.00
2025-06-28,7.10
2025-06-29,4.10
2025-06-30,0.00
2025-07-01,1.20
2025-07-02,0.70
2025-07-03,5.10
2025-07-04,4.40
2025-07-05,2.90
2025-07-06,6.30
2025-07-07,11.60
2025-07-08,0.20
2025-07-09,0.80
2025-07-10,0.00
2025-07-11,0.00
2025-07-12,0.00
2025-07-13,3.80
2025-07-14,0.20
2025-07-15,4.20
2025-07-16,3.00
2025-07-17,0.10
2025-07-18,0.10
2025-07-19,0.00
2025-07-20,0.00
2025-07-21,0.00
2025-07-22,0.00
2025-07-23,0.30
2025-07-24,0.10
2025-07-25,0.80
2025-07-26,0.80
2025-07-27,5.50
2025-07-28,7.00
2025-07-29,3.90
2025-07-30,2.60
2025-07-31,0.60
2025-08-01,0.00
2025-08-02,3.30
2025-08-03,7.90
2025-08-04,18.30
2025-08-05,9.70
2025-08-06,0.00
2025-08-07,0.00
2025-08-08,1.10
2025-08-09,0.90
2025-08-10,3.40
2025-08-11,2.40
2025-08-12,8.20
2025-08-13,9.40
2025-08-14,0.00
2025-08-15,0.00
2025-08-16,0.00
2025-08-17,0.00
2025-08-18,1.20
2025-08-19,36.70
2025-08-20,1.60
2025-08-21,4.60
2025-08-22,3.20
2025-08-23,0.80
2025-08-24,1.70
2025-08-25,0.30
2025-08-26,0.00
2025-08-27,3.50
2025-08-28,4.10
2025-08-29,3.70
2025-08-30,2.10
2025-08-31,0.70
2025-09-01,0.10
2025-09-02,5.00
2025-09-03,0.10
2025-09-04,1.70
2025-09-05,0.00
2025-09-06,0.30
2025-09-07,0.20
2025-09-08,0.60
2025-09-09,4.80
2025-09-10,10.00
2025-09-11,19.80
2025-09-12,1.50
2025-09-13,0.20
2025-09-14,2.50
2025-09-15,6.30
2025-09-16,4.40
2025-09-17,4.60
2025-09-18,21.80
2025-09-19,16.40
2025-09-20,3.30
2025-09-21,8.10
2025-09-22,1.10
2025-09-23,0.00
2025-09-24,3.20
2025-09-25,5.00
2025-09-26,1.00
2025-09-27,1.20
2025-09-28,9.00
2025-09-29,17.90
2025-09-30,9.80
2025-10-01,6.50
2025-10-02,4.00
2025-10-03,0.90
2025-10-04,0.10
2025-10-05,3.20
2025-10-06,0.40
2025-10-07,1.50
2025-10-08,2.70
2025-10-09,6.20
2025-10-10,1.60
2025-10-11,1.60
2025-10-12,7.70
2025-10-13,17.60
2025-10-14,4.50
2025-10-15,14.40
2025-10-16,1.90
2025-10-17,5.30
2025-10-18,2.30
2025-10-19,15.20
2025-10-20,25.80
2025-10-21,31.10
2025-10-22,19.80
2025-10-23,20.00
2025-10-24,34.60
2025-10-25,11.00
2025-10-26,45.20
2025-10-27,10.80
2025-10-28,17.70
2025-10-29,3.80
2025-10-30,7.00
2025-10-31,21.50
2025-11-01,24.80
2025-11-02,20.70
2025-11-03,8.40
2025-11-04,8.20
2025-11-05,15.70
2025-11-06,24.20
2025-11-07,3.00
2025-11-08,33.80
2025-11-09,19.10
2025-11-10,18.80
2025-11-11,22.60
2025-11-12,29.10
2025-11-13,15.50
2025-11-14,8.60
2025-11-15,9.00
2025-11-16,13.50
2025-11-17,6.10
2025-11-18,26.50
2025-11-19,17.70
2025-11-20,18.40
2025-11-21,27.00
2025-11-22,2.50
2025-11-23,20.00
2025-11-24,6.60
2025-11-25,0.00
2025-11-26,6.10
2025-11-27,1.90
2025-11-28,0.30
2025-11-29,0.60
2025-11-30,0.20
2025-12-01,3.20
2025-12-02,26.70
2025-12-03,17.60
2025-12-04,8.70
2025-12-05,13.50
2025-12-06,26.70
2025-12-07,1.90
2025-12-08,4.20
2025-12-09,7.50
2025-12-10,0.20
2025-12-11,0.80
2025-12-12,1.00
2025-12-13,0.70
2025-12-14,1.30
2025-12-15,4.10
2025-12-16,2.40
2025-12-17,2.30
2025-12-18,5.30
2025-12-19,0.70
2025-12-20,16.10
2025-12-21,4.70
2025-12-22,6.80
2025-12-23,1.30
2025-12-24,1.00
2025-12-25,2.40
2025-12-26,3.00
2025-12-27,14.50
2025-12-28,3.00
2025-12-29,0.50
2025-12-30,3.50
2025-12-31,7.40
2026-01-01,48.20
2026-01-02,3.00
2026-01-03,12.30
2026-01-04,10.20
2026-01-05,1.00
2026-01-06,0.00
2026-01-07,0.80
2026-01-08,3.40
2026-01-09,18.40
2026-01-10,17.40
2026-01-11,3.30
2026-01-12,17.60
2026-01-13,2.30
2026-01-14,9.60
2026-01-15,6.60
2026-01-16,10.80
2026-01-17,18.70
2026-01-18,27.40
2026-01-19,11.60
2026-01-20,4.30
2026-01-21,7.20
2026-01-22,10.50
2026-01-23,12.90
2026-01-24,0.30
2026-01-25,2.30
2026-01-26,3.40
2026-01-27,16.30
2026-01-28,15.60
2026-01-29,15.20
2026-01-30,13.10
2026-01-31,7.50
2026-02-01,1.80
2026-02-02,4.60
2026-02-03,5.20
2026-02-04,8.40
2026-02-05,3.30
2026-02-06,4.80
2026-02-07,8.80
2026-02-08,5.10
2026-02-09,2.70
2026-02-10,10.10
2026-02-11,18.70
2026-02-12,11.80
2026-02-13,11.50
2026-02-14,14.70
2026-02-15,15.80
2026-02-16,10.70
2026-02-17,4.00
2026-02-18,10.20
2026-02-19,17.70
2026-02-20,5.90
2026-02-21,8.60
2026-02-22,33.60
2026-02-23,27.90
2026-02-24,1.60
2026-02-25,9.90
2026-02-26,11.00
2026-02-27,15.50
2026-02-28,20.10
2026-03-01,3.20
2026-03-02,22.90
2026-03-03,27.30
2026-03-04,10.10
2026-03-05,17.40
2026-03-06,3.20
2026-03-07,19.50
2026-03-08,16.60
2026-03-09,5.00
2026-03-10,0.50
2026-03-11,1.20
2026-03-12,0.30
2026-03-13,0.00
2026-03-14,2.70
2026-03-15,12.80
2026-03-16,12.70
2026-03-17,4.80
2026-03-18,0.00
2026-03-19,3.40
2026-03-20,6.80
2026-03-21,1.90
2026-03-22,0.60
2026-03-23,1.00
2026-03-24,4.10
2026-03-25,3.10
2026-03-26,2.90
2026-03-27,5.30
2026-03-28,28.20
2026-03-29,17.20
2026-03-30,20.30
2026-03-31,4.20
2026-04-01,26.00
2026-04-02,18.40
2026-04-03,10.60
2026-04-04,12.90
2026-04-05,4.30
2026-04-06,10.40
2026-04-07,6.80
2026-04-08,16.50
2026-04-09,15.50
2026-04-10,17.50
2026-04-11,16.10
2026-04-12,15.40
2026-04-13,0.00
2026-04-14,5.00
2026-04-15,4.30
2026-04-16,1.20
2026-04-17,1.00
2026-04-18,0.60
2026-04-19,0.80
2026-04-20,0.00
2026-04-21,2.90
2026-04-22,19.10
2026-04-23,0.10
2026-04-24,0.70
2026-04-25,2.90
2026-04-26,4.10
2026-04-27,4.20
2026-04-28,7.30
2026-04-29,6.70
2026-04-30,16.70
2026-05-01,14.60
2026-05-02,12.20
2026-05-03,7.80
2026-05-04,6.60
2026-05-05,0.20
2026-05-06,0.40
2026-05-07,0.10
2026-05-08,3.00
2026-05-09,13.90
2026-05-10,0.40
2026-05-11,1.00
2026-05-12,0.30
2026-05-13,4.90
2026-05-14,5.70
2026-05-15,5.20
2026-05-16,5.00
2026-05-17,3.60
2026-05-18,1.20
2026-05-19,1.50
2026-05-20,4.80
2026-05-21,5.30
2026-05-22,16.00
2026-05-23,3.10
2026-05-24,7.40
2026-05-25,2.40
2026-05-26,1.50
2026-05-27,0.60
2026-05-28,3.50
2026-05-29,0.00
2026-05-30,0.00
2026-05-31,2.70
